"AL","AK","AZ","AR","CA","CO","CT","DE","FL","GA","HI","ID","IL","IN","IA","KS","KY","LA","ME","MD","MA","MI","MN","MS","MO","MT","NE","NV","NH","NJ","NM","NY","NC","ND","OH","OK","OR","PA","RI","SC","SD","TN","TX","UT","VT","VA","WA","WV","WI","WY"
"Research America Inc.",1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69
"Glengariff Group",6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875,6.4875
"East Tennessee State University",9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9
"University of Georgia School of Public and International Affairs",2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575
"Harris Insights & Analytics",2.45424391493756,2.36447018915054,-0.536194634895652,2.36849529894627,2.27894934564857,2.43974463482851,2.52344132002844,2.61068544842797,2.23756362896547,2.43513176047056,2.50986631588691,2.51765178132614,2.45041209396739,4.18686905425961,2.54230184232923,2.5192212724112,2.57301411816626,2.34412157092884,2.52950861185818,2.41453712214097,2.34775288786706,4.40503151288678,2.47015755034403,2.43725509861135,4.03317141730137,3.11269212901577,2.59092322994763,-0.3161224015447,2.48480181840696,2.40590244018805,2.45025776460965,2.37998662303292,2.38923766897805,2.70197744882098,2.43418218173982,2.44425860497417,2.4452063881403,3.08067106328705,2.54072736947255,2.44919238608808,2.65717953655863,2.51680377399089,2.41600829850437,2.56024979484357,2.49329996975015,2.41018265571671,2.36231498824119,2.67371692059755,2.55001192012498,2.62296659014982
"HighGround Inc.",-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44
"Probolsky Research",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWR Strategies",-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395
"Vox Populi Polling",2.70718251277414,2.66247946072454,3.13054478442774,2.77867181252691,2.61958922150927,2.75034359596375,2.72414317365025,2.79203830119491,2.82031820812528,2.73216478259139,2.60966120093819,2.77515839922126,2.68842816214243,2.801066327818,2.67644930944364,2.78189075947855,2.87231533619529,2.6298389661232,2.74942168644791,2.65716392367569,2.85411566350482,2.77346002193587,2.77789369379715,2.58952793502092,2.82986390892969,2.82528626636072,2.78896047215868,2.67831277864139,2.77707630219059,0.757439062194824,2.66657274365464,2.52849635229353,2.65718155392161,2.82550751776458,2.664301455393,2.79604816116122,2.76055248201201,2.72056171315124,2.68852307403963,2.68739789166508,2.81584010185152,4.07398707916606,2.77113001630053,2.80248005678186,2.72093267353913,2.73091435071569,2.65943330324756,2.92285814871997,2.69875266232179,2.83702431705923
"Keating Research/OnSight Public Affairs/Melanson",-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333334,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333334,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333334,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333,-0.813333333333333
"Carroll Strategies",-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03,-10.03
"Targoz Market Research",6.92865638862224,6.74077089640747,6.79175353054854,6.85139402984694,6.57356135095783,6.81421981186105,6.92437530365027,7.04460226986568,4.18393292467212,3.59304324126475,6.80119515510328,7.01882388356628,6.85812431575658,7.12941964877297,6.96577885423679,6.9440482130711,12.0640124742801,4.41991560202088,6.91134127439395,6.69952130425084,6.83966850145872,8.46530512011301,5.15607431547665,5.63930064991,7.13384319126057,7.12862077748634,7.03346231947757,6.89432910190511,6.93439162508973,6.723835664583,6.87154327516577,6.69613304425747,6.77935825610728,7.15164797488042,6.83824478289259,6.92876612316648,6.87851124246682,9.50496722660189,6.9448468032952,6.8518682436883,7.13129278061309,8.93614191192396,6.86234805112027,6.98577101999057,6.8452089820127,6.78497996228354,6.72730034615818,7.18564131875029,7.03701977008364,7.10738515241842
"Sacred Heart University",-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31
"Hoffman Research Group",-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4
"Slingshot Strategies",9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29
"Research Co.",1.34312871804154,1.30435883153541,0.233883998362095,1.33167677947723,1.30887153631751,1.30302577691054,1.29764289455074,1.32222181600007,1.29572022439353,1.27516243801836,1.37207925881619,1.35750847709954,2.06466596536203,1.3776456285122,1.39504773687246,1.30642815406419,1.35766294948832,1.30434714652381,1.3939690545342,1.27388745527488,1.26225727260225,3.15736457875165,0.533365365723517,1.35842557015494,1.39688459312195,1.38434164872111,1.31883245669734,1.36505138203199,1.33993700882577,2.66925256774807,-1.91855947387669,-0.356765058743394,1.3307181412027,1.41254962366294,3.57436613407287,1.30626270568021,1.31818956839183,1.73993969799062,1.37222819925068,1.34058419267465,1.42407979390673,1.3444906250823,1.2951620060056,1.29336180989936,1.32731338380486,1.29456208123953,1.33132556231186,1.38709750863566,1.88060965744672,1.40612295582915
"Victory Research",2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333,2.71333333333333
"JMC Analytics/Bold Blue Campaigns",-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73
"We Ask America",4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82
"Data for Progress",5.60803066641305,4.35047788784453,4.31447327318452,4.47111015480757,4.47957912632805,1.90876291666643,4.41191234509765,4.3920378274429,5.35795841751214,4.92406425412886,4.53268137843509,4.38870785992294,4.45602812518742,4.45393176636647,6.30908147065299,3.76494006243271,4.44193629229294,2.52408084252591,4.40485555232516,4.39343671636341,4.42152609178195,3.67716431809053,3.67888242508623,4.61337701807576,4.46556199924107,4.37046138574419,4.38143130705508,4.52428791465094,4.38261568877203,4.48388659998261,4.45437087209976,4.49000995419491,4.84149996679635,4.4166487050817,4.48388810992679,4.43935952391673,4.38778340961935,5.11646216417867,4.47371277258662,5.40374188556458,4.41702627203379,4.46901828235302,5.52989716746392,4.44524323214559,4.36318080911473,3.24368706169863,4.44460397358361,4.45485739380448,4.45808886627725,4.40134379370125
"Spry Strategies",-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43,-5.43
"Hickman Analytics",9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09
"Edgewater Research/My People Vote",-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67
"Moore Information",6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91
"Civiqs",5.28854056761491,5.11846123170627,5.25058307878553,5.32230254515208,5.27837134272457,2.8698366520307,5.24337778264832,5.21158014869468,6.23896577432838,7.59731809100345,5.36031283349468,5.16171733010306,5.25826146649614,5.26716727570986,7.13210860010681,5.20821241261908,5.26363729723392,5.29561178337186,5.19077193188053,5.20691449616356,5.24795303942681,5.24361165354239,4.80549020988629,3.92239704267878,5.2738142403346,5.13518346870707,5.18158297286697,5.85035668922227,5.15690135089468,5.29578932427564,5.22906071319041,5.31982210738708,5.35605611913768,5.20305788653306,6.06009632722236,5.26499080831027,5.15473768696583,5.29863623530433,5.2883257586736,5.24161504111472,5.20324035488534,5.2832977448,5.22580407629607,5.22821009507553,5.12090361169316,3.26150440653927,5.22399614651724,5.31376891072869,4.39364172685856,5.1860319686749
"Garin-Hart-Yang Research Group",6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77,6.77
"FM3 Research",21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36
"RBI Strategies & Research",4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09
"National Research Inc.",1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846,1.846
"brilliant corners Research & Strategies",12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27
"Beacon Research",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMG Research",5.96571168957671,6.031606694374,4.51271132422484,5.97063239656721,5.9738627900317,6.07472634253938,6.02897719369858,6.09468908024067,6.14297878032924,5.98651260223772,6.05759044409557,6.09486513357874,6.0608946463774,6.14884592529557,7.29520720300008,6.02589979318095,6.03227662507243,5.94027233385658,6.09173201274,5.98483765599931,5.92437280255161,5.94529318081873,6.04179246560095,5.9975403918114,6.06952932917923,7.88287537322356,6.09860700698471,6.087597718683,6.06352411269635,5.97495965931907,6.05381258270148,5.98344884955024,6.10362192769247,6.22662677614773,6.05233744670094,5.96498324100697,6.05506845924167,5.51255439607897,5.9999522236849,6.00609346695596,6.15865059162557,5.98453752843786,4.51380915956558,7.16618770146253,6.1358135147846,6.02115390447058,6.00764996708283,6.10977350422192,5.78144679951586,6.11644907550059
"Jorge Benítez",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Morning Consult",6.8629766944891,5.46447989201597,3.38478934537434,5.69746806071137,5.63691555510987,2.84177488928414,5.56024457377215,5.56631989365083,7.63567173315357,3.47765428372434,5.78752735241977,5.5533556683798,5.67208947045909,5.18932092767349,5.68127310026794,5.5165200075146,6.82587334307385,5.67897011776208,5.52448183314763,5.48621601056832,5.50456016544066,5.13397743925088,3.92898535615074,5.68733619160711,5.80451145387556,5.54101766095692,5.54426543442592,5.68233872437489,5.51370376277588,5.69204877806468,5.63885951192984,5.71528974516235,5.41732248415245,5.57161202711399,5.70596154255148,5.60011331893351,5.50894645584476,6.61288179808636,5.62804917728759,6.62098053502386,5.58327916595688,5.67143202123065,5.54875674339132,5.56374342009771,5.48587678711484,5.51166946791351,5.57424175698028,5.63888332712162,8.61532978338374,5.57229069145686
"East Carolina University",5.54317097806208,5.52686186643391,5.53529821294483,5.5326192779624,5.51243083849263,5.50408647939475,5.52308230770267,5.52459331571411,5.52692025091479,5.51973741963799,5.51565880966659,5.51284712048973,5.50771946971903,5.52462662223031,5.52480823667498,5.52284214992431,5.53995282259722,5.53234815387648,5.5305210949328,5.52043003875504,5.53058254922075,5.52405977495878,5.52843530997068,5.53633528879461,5.539769161184,5.51288439128116,5.52449685478718,5.5065991264285,5.52820945876772,5.5313984767144,5.50811590722164,5.5360253926983,5.52083333333333,5.51287009577703,5.52563905255076,5.54106526280364,5.50600487222578,5.53132448080999,5.54572731710169,5.52083333333333,5.51350358957818,5.54089355717388,5.52070629806343,5.51370953215938,5.51846785628569,5.50863904822515,5.5078645414728,5.54330280528259,5.5091331211673,5.52911486543447
"Latino Decisions",4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37
"Strategies 360",7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333,7.75333333333333
"Meredith College",8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73
"Virginia Commonwealth University",3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405
"University of Wyoming",15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735,15.735
"Citizen Data",6.82496394680486,6.87913023528172,6.90951578612952,6.8331653922451,6.91165626152126,6.87595899582007,6.8504355592188,6.802783484394,7.43302253056806,7.26825672065647,6.8308939720084,6.8165378295818,6.82724820310348,6.7706829707228,6.78423640194588,6.85152609709388,6.79177042701039,6.85705923674533,6.818801094617,6.89843504338559,6.91152721755515,5.47916016994108,6.83511927637993,6.80773656285278,6.76982549261268,6.7719711627934,6.80181557418347,6.80877799871943,6.8318033886629,6.85248486892024,6.82782758388853,6.84817396651526,7.26698292309022,6.76144373063455,6.81086046613752,6.85377784421962,6.86403149521701,5.7136026753005,6.82363236543477,6.83094130996983,6.7684048970454,6.80051560456014,7.9269391035019,6.85461404513117,6.83512299342379,6.88685799394787,6.87807698726314,6.77004173574707,6.76391771216258,6.77601137533728
"co/efficient",-3.32920234412571,-3.61545639693703,-3.26479220489032,-3.24491345799476,-3.33697879851175,-3.42280558883659,-3.26245419411826,-3.28906310432353,-3.26701020040297,-3.26470322988364,-3.3629991141171,-3.4045679365791,-3.25269074346077,-3.29991348219557,-3.36046213484365,-3.4325,-3.24625785131678,-3.2816981980559,-3.50519595030768,-3.30305411955528,-3.23966710011305,-3.31705313537364,-3.43195799038145,-3.36556827568244,-3.23690238423837,-3.5489445908612,-3.28032286169533,-3.40361408349545,-3.40811585141444,-3.29371342779353,-3.35474756701923,-3.31422097843936,-3.39837170274742,-3.43935504171416,-3.46441427406462,-3.30298920490959,-3.42459158383174,-3.32338202974272,-3.3315917555866,-3.38545037472356,-3.39247422061177,-3.24679762821631,-3.29409307394747,-3.2028519509419,-3.4325,-3.38879331864166,-3.38008865720035,-3.20332692539602,-3.36700916836307,-3.357582507726
"Ragnar Research Partners",3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255,3.255
"University of Nevada, Las Vegas Lee Business School",1.76238443806013,1.78732360511709,1.54314234460582,2.09007579802639,2.06186190275204,1.85866858307781,1.65230241289326,1.78121168237194,1.97843586352868,1.9775,2.16514753528215,2.07254616379524,2.25842963775486,1.92261026885628,2.12030139046216,1.63663918727132,1.75135947812324,1.85985078577846,1.86714559579698,1.5098930871492,1.47853540782364,2.09460978796448,1.8680344362032,2.01626937843197,1.86999881994496,2.11845522726997,1.85800132015056,1.9775,1.92784943819841,1.86389127820934,2.17287880910016,2.03026802090606,2.05984100051843,2.14120279497742,2.30499188751956,1.60947192344241,1.96768034089804,2.10754400656177,1.61207518528652,1.96888118512789,2.0879706155738,1.82153065090015,1.79728902459451,1.84771310459412,1.96237793269472,1.82354136783501,1.97858349411597,1.72024238484598,2.33416742340184,2.00410522529869
"Triton Polling & Research",17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285
"Univision/Latino Decisions/North Star Opinion Research",5.27335934620748,5.24282842084055,5.87150741900616,5.2637872433818,5.2579901209347,5.17534444420519,5.21469272354398,5.20120834612638,5.61431837416551,5.24578896512256,5.26445423249381,5.15921147937469,5.19527649928662,5.19461922288742,5.15707842622784,5.21546213710469,5.23530258044349,5.29984419271848,5.19358573942132,5.25727666858446,5.28115580706922,5.15281879846642,5.19625273385441,5.23370087269625,5.20970184554428,5.13409236566646,5.18795259691666,5.16906765477541,5.17081680497179,5.26199202612228,5.16464177380127,5.27393866728585,5.18941931968341,5.13387476122637,5.2120608079814,5.28097721639722,5.17344923574937,4.7593904109886,5.26642621871047,5.20424615213652,5.14345000118841,5.23998858096299,4.69339857586067,5.18195940412032,5.1829442090263,5.19945418356574,5.19761038394023,5.24630111512453,5.1463590725718,5.16232505739293
"Bluegrass Community and Technical College",10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935,10.935
"Gonzales Research & Marketing Strategies Inc.",-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11
